"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.04.03	09:00:00	99102.19	99211.55	99060.93	99078.20	3600	0	78"
"2025.04.03	10:00:00	99078.14	99134.06	99050.72	99050.72	3600	0	78"
"2025.04.03	11:00:00	99050.66	99069.93	98996.67	98996.67	3600	0	78"
"2025.04.03	12:00:00	98996.61	99078.92	98982.92	99078.80	3600	0	78"
"2025.04.03	13:00:00	99078.74	99191.65	99058.18	99173.71	3600	0	78"
"2025.04.03	14:00:00	99173.65	99244.76	99169.37	99220.66	3600	0	78"
"2025.04.03	15:00:00	99220.60	99338.91	99217.84	99327.99	3600	0	78"
"2025.04.03	16:00:00	99327.93	99328.72	99264.00	99284.94	3600	0	78"
"2025.04.03	17:00:00	99284.88	99493.04	99278.04	99484.46	3600	0	78"
"2025.04.03	18:00:00	99484.40	99484.40	99388.73	99444.20	3600	0	78"
"2025.04.03	19:00:00	99444.14	99496.63	99352.02	99366.10	3600	0	78"
"2025.04.03	20:00:00	99366.04	99443.35	99343.39	99403.74	3600	0	78"
"2025.04.03	21:00:00	99403.68	99524.50	99386.16	99498.94	3600	0	78"
"2025.04.03	22:00:00	99498.88	99561.72	99468.46	99510.40	3600	0	78"
"2025.04.03	23:00:00	99510.34	99510.34	99422.68	99461.01	3600	0	78"
"2025.04.04	00:00:00	99460.95	99499.26	99399.09	99499.02	3600	0	78"
"2025.04.04	01:00:00	99498.96	99730.57	99497.40	99726.19	3600	0	78"
"2025.04.04	02:00:00	99726.13	99780.77	99680.37	99772.20	3600	0	78"
"2025.04.04	03:00:00	99772.14	99843.93	99709.06	99836.55	3600	0	78"
"2025.04.04	04:00:00	99836.49	99863.54	99779.66	99828.78	3600	0	78"
"2025.04.04	05:00:00	99828.72	100100.16	99824.22	100087.32	3600	0	78"
"2025.04.04	06:00:00	100087.26	100126.04	100066.64	100098.51	3600	0	78"
"2025.04.04	07:00:00	100098.45	100106.80	100023.57	100062.52	3600	0	78"
"2025.04.04	08:00:00	100062.46	100092.34	100028.56	100071.87	3600	0	78"
"2025.04.04	09:00:00	100071.81	100071.81	99990.56	100024.23	3600	0	78"
"2025.04.04	10:00:00	100024.17	100133.08	99999.09	100128.48	3600	0	78"
"2025.04.04	11:00:00	100128.42	100128.42	99984.79	100011.40	3600	0	78"
"2025.04.04	12:00:00	100011.34	100011.34	99858.55	99870.47	3600	0	78"
"2025.04.04	13:00:00	99870.41	99870.41	99758.96	99758.96	3600	0	78"
"2025.04.04	14:00:00	99758.90	99791.09	99736.01	99736.47	3600	0	78"
"2025.04.04	15:00:00	99736.41	99824.16	99723.39	99774.82	3600	0	78"
"2025.04.04	16:00:00	99774.76	99816.06	99691.69	99736.44	3600	0	78"
"2025.04.04	17:00:00	99736.38	99757.06	99672.81	99692.56	3600	0	78"
"2025.04.04	18:00:00	99692.50	99732.04	99620.14	99710.74	3600	0	78"
"2025.04.04	19:00:00	99710.68	99745.52	99649.98	99719.14	3600	0	78"
"2025.04.04	20:00:00	99719.08	99889.76	99718.18	99859.58	3600	0	78"
"2025.04.04	21:00:00	99859.52	99874.54	99780.20	99815.94	3600	0	78"
"2025.04.04	22:00:00	99815.88	99866.66	99777.06	99831.68	3600	0	78"
"2025.04.04	23:00:00	99831.62	99887.76	99804.62	99865.98	3600	0	78"
"2025.04.05	00:00:00	99865.92	99865.92	99768.24	99836.14	3600	0	78"
"2025.04.05	01:00:00	99836.08	99878.21	99777.47	99798.23	3600	0	78"
"2025.04.05	02:00:00	99798.17	99834.09	99735.62	99761.88	3600	0	78"
"2025.04.05	03:00:00	99761.82	99774.63	99702.01	99716.62	3600	0	78"
"2025.04.05	04:00:00	99716.56	99820.36	99693.52	99770.16	3600	0	78"
"2025.04.05	05:00:00	99770.10	99770.10	99636.53	99683.38	3600	0	78"
"2025.04.05	06:00:00	99683.32	99683.32	99542.44	99542.44	3600	0	78"
"2025.04.05	07:00:00	99542.38	99542.38	99372.11	99395.25	3600	0	78"
"2025.04.05	08:00:00	99395.19	99455.61	99332.55	99445.11	3600	0	78"
"2025.04.05	09:00:00	99445.05	99563.74	99432.09	99552.02	3600	0	78"
"2025.04.05	10:00:00	99551.96	99551.96	99439.65	99480.41	3600	0	78"
"2025.04.05	11:00:00	99480.35	99512.00	99445.55	99467.14	3600	0	78"
"2025.04.05	12:00:00	99467.08	99489.96	99357.92	99432.08	3600	0	78"
"2025.04.05	13:00:00	99432.02	99504.56	99402.26	99465.51	3600	0	78"
"2025.04.05	14:00:00	99465.45	99481.88	99386.10	99454.04	3600	0	78"
"2025.04.05	15:00:00	99453.98	99488.95	99408.88	99408.88	3600	0	78"
"2025.04.05	16:00:00	99408.82	99441.49	99348.62	99348.62	3600	0	78"
"2025.04.05	17:00:00	99348.56	99474.26	99334.46	99457.10	3600	0	78"
"2025.04.05	18:00:00	99457.04	99457.89	99386.37	99409.20	3600	0	78"
"2025.04.05	19:00:00	99409.14	99423.75	99366.08	99381.29	3600	0	78"
"2025.04.05	20:00:00	99381.23	99538.16	99369.95	99534.34	3600	0	78"
"2025.04.05	21:00:00	99534.28	99655.69	99521.51	99622.49	3600	0	78"
"2025.04.05	22:00:00	99622.43	99676.62	99571.59	99623.11	3600	0	78"
"2025.04.05	23:00:00	99623.05	99663.37	99594.04	99596.53	3600	0	78"
"2025.04.06	00:00:00	99596.47	99655.17	99567.83	99635.07	3600	0	78"
"2025.04.06	01:00:00	99635.01	99656.15	99570.89	99646.83	3600	0	78"
"2025.04.06	02:00:00	99646.77	99678.21	99571.65	99596.46	3600	0	78"
"2025.04.06	03:00:00	99596.40	99603.40	99530.87	99560.27	3600	0	78"
"2025.04.06	04:00:00	99560.21	99654.51	99550.37	99586.98	3600	0	78"
"2025.04.06	05:00:00	99586.92	99655.79	99529.78	99643.97	3537	0	78"
"2025.04.06	06:00:00	99643.91	99729.01	99638.00	99704.08	3600	0	78"
"2025.04.06	07:00:00	99704.02	99747.51	99653.07	99715.28	3600	0	78"
"2025.04.06	08:00:00	99715.22	99751.13	99668.45	99686.33	3600	0	78"
"2025.04.06	09:00:00	99686.27	99760.87	99644.96	99714.23	3600	0	78"
"2025.04.06	10:00:00	99714.17	99714.59	99617.57	99617.57	3601	0	78"
"2025.04.06	11:00:00	99617.51	99715.18	99603.81	99685.04	3599	0	78"
"2025.04.06	12:00:00	99684.98	99698.41	99597.86	99664.55	3601	0	78"
"2025.04.06	13:00:00	99664.49	99686.70	99616.82	99676.11	3600	0	78"
"2025.04.06	14:00:00	99676.05	99691.74	99632.88	99655.82	3600	0	78"
"2025.04.06	15:00:00	99655.76	99687.29	99583.52	99605.10	3600	0	78"
"2025.04.06	16:00:00	99605.04	99690.38	99577.32	99657.82	3600	0	78"
"2025.04.06	17:00:00	99657.76	99714.15	99619.42	99676.95	3600	0	78"
"2025.04.06	18:00:00	99676.89	99739.78	99615.93	99722.02	3600	0	78"
"2025.04.06	19:00:00	99721.96	99738.37	99645.66	99667.78	3600	0	78"
"2025.04.06	20:00:00	99667.72	99789.32	99628.52	99769.10	3600	0	78"
"2025.04.06	21:00:00	99769.04	99787.81	99673.67	99782.59	3600	0	78"
"2025.04.06	22:00:00	99782.53	99880.34	99740.09	99875.96	3600	0	78"
"2025.04.06	23:00:00	99875.90	100026.27	99850.57	99965.19	3600	0	78"
"2025.04.07	00:00:00	99965.13	99965.13	99895.63	99902.18	3600	0	78"
"2025.04.07	01:00:00	99902.12	99970.54	99879.42	99895.20	3600	0	78"
"2025.04.07	02:00:00	99895.14	99967.12	99878.46	99927.71	3600	0	78"
"2025.04.07	03:00:00	99927.65	99927.65	99835.09	99866.11	3600	0	78"
"2025.04.07	04:00:00	99866.05	99914.57	99844.76	99863.61	3600	0	78"
"2025.04.07	05:00:00	99863.55	99863.55	99770.79	99824.55	3600	0	78"
"2025.04.07	06:00:00	99824.49	99879.21	99797.55	99849.40	3600	0	78"
"2025.04.07	07:00:00	99849.34	99909.80	99793.08	99887.25	3600	0	78"
"2025.04.07	08:00:00	99887.19	99887.19	99734.16	99734.16	3600	0	78"
"2025.04.07	09:00:00	99734.10	99764.54	99688.92	99726.18	3600	0	78"
"2025.04.07	10:00:00	99726.12	99828.07	99724.02	99818.41	3600	0	78"
"2025.04.07	11:00:00	99818.35	99818.35	99741.82	99741.82	3600	0	78"
"2025.04.07	12:00:00	99741.76	99741.76	99688.56	99728.32	3600	0	78"
"2025.04.07	13:00:00	99728.26	99728.26	99622.70	99661.84	3600	0	78"
"2025.04.07	14:00:00	99661.78	99661.78	99549.15	99549.15	3600	0	78"
"2025.04.07	15:00:00	99549.09	99562.53	99426.24	99426.24	3600	0	78"
"2025.04.07	16:00:00	99426.18	99495.48	99356.85	99476.22	3600	0	78"
"2025.04.07	17:00:00	99476.16	99476.16	99409.07	99432.70	3600	0	78"
"2025.04.07	18:00:00	99432.64	99432.64	99315.47	99315.47	3600	0	78"
"2025.04.07	19:00:00	99315.41	99386.55	99280.85	99301.32	3600	0	78"
"2025.04.07	20:00:00	99301.26	99324.21	99185.25	99228.05	3600	0	78"
"2025.04.07	21:00:00	99227.99	99336.89	99225.05	99309.65	3600	0	78"
"2025.04.07	22:00:00	99309.59	99392.08	99298.25	99361.54	3600	0	78"
"2025.04.07	23:00:00	99361.48	99485.22	99358.84	99451.84	3600	0	78"
"2025.04.08	00:00:00	99451.78	99510.67	99428.80	99482.35	3600	0	78"
"2025.04.08	01:00:00	99482.29	99680.59	99475.15	99660.43	3600	0	78"
"2025.04.08	02:00:00	99660.37	99690.98	99527.19	99527.19	3600	0	78"
"2025.04.08	03:00:00	99527.13	99586.93	99520.41	99541.34	3600	0	78"
"2025.04.08	04:00:00	99541.28	99557.50	99461.06	99500.44	3600	0	78"
"2025.04.08	05:00:00	99500.38	99525.00	99415.00	99448.52	3600	0	78"
"2025.04.08	06:00:00	99448.46	99514.11	99423.56	99505.89	3600	0	78"
"2025.04.08	07:00:00	99505.83	99505.83	99420.19	99454.38	3600	0	78"
"2025.04.08	08:00:00	99454.32	99558.54	99426.51	99543.87	3600	0	78"
"2025.04.08	09:00:00	99543.81	99543.81	99431.45	99456.49	3600	0	78"
"2025.04.08	10:00:00	99456.43	99467.33	99330.51	99330.51	3600	0	78"
"2025.04.08	11:00:00	99330.45	99439.61	99314.01	99373.77	3600	0	78"
"2025.04.08	12:00:00	99373.71	99392.88	99309.19	99346.21	3600	0	78"
"2025.04.08	13:00:00	99346.15	99357.92	99212.03	99217.65	3600	0	78"
"2025.04.08	14:00:00	99217.59	99217.59	99072.07	99103.08	3600	0	78"
"2025.04.08	15:00:00	99103.02	99119.20	99007.24	99047.20	3600	0	78"
"2025.04.08	16:00:00	99047.14	99130.79	99037.77	99107.69	3600	0	78"
"2025.04.08	17:00:00	99107.63	99240.19	99088.13	99128.29	3600	0	78"
"2025.04.08	18:00:00	99128.23	99144.88	99062.78	99092.50	3600	0	78"
"2025.04.08	19:00:00	99092.44	99173.99	99088.72	99095.59	3600	0	78"
"2025.04.08	20:00:00	99095.53	99206.00	99064.37	99151.19	3600	0	78"
"2025.04.08	21:00:00	99151.13	99187.34	99059.52	99176.54	3600	0	78"
"2025.04.08	22:00:00	99176.48	99227.12	99117.08	99117.08	3600	0	78"
"2025.04.08	23:00:00	99117.02	99174.61	99087.94	99153.88	3600	0	78"
"2025.04.09	00:00:00	99153.82	99207.90	99136.44	99170.34	3600	0	78"
"2025.04.09	01:00:00	99170.28	99213.85	99128.53	99175.42	3600	0	78"
"2025.04.09	02:00:00	99175.36	99203.10	99085.37	99094.52	3600	0	78"
"2025.04.09	03:00:00	99094.46	99115.85	99024.17	99071.00	3600	0	78"
"2025.04.09	04:00:00	99070.94	99151.97	99055.81	99077.98	3600	0	78"
"2025.04.09	05:00:00	99077.92	99213.51	99074.13	99208.59	3600	0	78"
"2025.04.09	06:00:00	99208.53	99234.36	99169.67	99193.38	3600	0	78"
"2025.04.09	07:00:00	99193.32	99309.13	99080.66	99308.47	3600	0	78"
"2025.04.09	08:00:00	99308.41	99337.66	99272.00	99277.59	3600	0	78"
"2025.04.09	09:00:00	99277.53	99277.53	99190.75	99250.04	3600	0	78"
"2025.04.09	10:00:00	99249.98	99311.04	99230.63	99238.00	3600	0	78"
"2025.04.09	11:00:00	99237.94	99295.79	99200.98	99251.22	3600	0	78"
"2025.04.09	12:00:00	99251.16	99309.83	99214.53	99248.99	3600	0	78"
"2025.04.09	13:00:00	99248.93	99308.02	99189.55	99201.73	3600	0	78"
"2025.04.09	14:00:00	99201.67	99201.67	99111.92	99129.88	3600	0	78"
"2025.04.09	15:00:00	99129.82	99147.03	99021.13	99021.13	3600	0	78"
"2025.04.09	16:00:00	99021.07	99021.07	98921.56	98962.95	3600	0	78"
"2025.04.09	17:00:00	98962.89	99017.30	98929.47	98975.91	3600	0	78"
"2025.04.09	18:00:00	98975.85	99051.93	98950.68	99001.35	3600	0	78"
"2025.04.09	19:00:00	99001.29	99170.85	98936.68	99154.53	3600	0	78"
"2025.04.09	20:00:00	99154.47	99154.47	99058.48	99098.37	3600	0	78"
"2025.04.09	21:00:00	99098.31	99098.31	98950.22	98950.22	3600	0	78"
"2025.04.09	22:00:00	98950.16	98990.36	98904.45	98985.56	3600	0	78"
"2025.04.09	23:00:00	98985.50	99039.77	98977.34	98990.04	3600	0	78"
"2025.04.10	00:00:00	98989.98	99065.56	98951.32	99049.84	3600	0	78"
"2025.04.10	01:00:00	99049.78	99120.15	99018.15	99117.03	3600	0	78"
"2025.04.10	02:00:00	99116.97	99242.98	99116.07	99241.84	3600	0	78"
"2025.04.10	03:00:00	99241.78	99278.78	99203.44	99235.45	3600	0	78"
"2025.04.10	04:00:00	99235.39	99235.39	99117.10	99117.10	3600	0	78"
"2025.04.10	05:00:00	99117.04	99194.51	99073.07	99145.64	3600	0	78"
"2025.04.10	06:00:00	99145.58	99349.44	99144.62	99301.72	3600	0	78"
"2025.04.10	07:00:00	99301.66	99464.94	99277.54	99435.76	3600	0	78"
"2025.04.10	08:00:00	99435.70	99453.01	99333.29	99435.37	3600	0	78"
"2025.04.10	09:00:00	99435.31	99473.79	99353.56	99450.23	3600	0	78"
"2025.04.10	10:00:00	99450.17	99566.97	99429.03	99494.70	3600	0	78"
"2025.04.10	11:00:00	99494.64	99594.38	99486.56	99543.84	3601	0	78"
"2025.04.10	12:00:00	99543.78	99645.84	99449.54	99631.56	3599	0	78"
"2025.04.10	13:00:00	99631.50	99679.40	99553.85	99671.36	3601	0	78"
"2025.04.10	14:00:00	99671.30	99735.84	99635.41	99722.04	3600	0	78"
"2025.04.10	15:00:00	99721.98	99777.86	99681.06	99681.06	3600	0	78"
"2025.04.10	16:00:00	99681.00	99708.79	99637.92	99698.94	3600	0	78"
"2025.04.10	17:00:00	99698.88	99768.73	99693.24	99702.28	3600	0	78"
"2025.04.10	18:00:00	99702.22	99792.02	99663.14	99765.62	3600	0	78"
"2025.04.10	19:00:00	99765.56	99867.85	99749.40	99807.27	3600	0	78"
"2025.04.10	20:00:00	99807.21	99861.48	99768.57	99850.50	3600	0	78"
"2025.04.10	21:00:00	99850.44	99861.43	99738.78	99738.78	3600	0	78"
"2025.04.10	22:00:00	99738.72	99762.02	99692.55	99706.19	3600	0	78"
"2025.04.10	23:00:00	99706.13	99805.46	99705.95	99759.46	3600	0	78"
"2025.04.11	00:00:00	99759.40	99891.04	99758.32	99857.89	3515	0	78"
"2025.04.11	01:00:00	99857.83	99914.70	99844.57	99873.39	3600	0	78"
"2025.04.11	02:00:00	99873.33	99905.10	99808.33	99866.37	3600	0	78"
"2025.04.11	03:00:00	99866.31	99907.49	99845.82	99891.04	3601	0	78"
"2025.04.11	04:00:00	99890.98	100068.93	99887.92	100059.87	3600	0	78"
"2025.04.11	05:00:00	100059.81	100067.75	99936.75	99936.75	3600	0	78"
"2025.04.11	06:00:00	99936.69	99994.44	99908.97	99914.34	3600	0	78"
"2025.04.11	07:00:00	99914.28	99992.27	99885.79	99967.49	3600	0	78"
"2025.04.11	08:00:00	99967.43	100009.03	99936.35	99970.69	3600	0	78"
"2025.04.11	09:00:00	99970.63	100072.48	99969.34	100038.11	3600	0	78"
"2025.04.11	10:00:00	100038.05	100052.77	100005.80	100047.32	3600	0	78"
"2025.04.11	11:00:00	100047.26	100047.26	99924.23	99934.22	3600	0	78"
"2025.04.11	12:00:00	99934.16	100006.57	99933.20	99938.43	3600	0	78"
"2025.04.11	13:00:00	99938.37	100028.97	99880.17	100002.41	3600	0	78"
"2025.04.11	14:00:00	100002.35	100012.05	99889.99	99907.52	3600	0	78"
"2025.04.11	15:00:00	99907.46	99907.46	99788.15	99839.26	3600	0	78"
"2025.04.11	16:00:00	99839.20	99867.17	99800.58	99814.08	3600	0	78"
"2025.04.11	17:00:00	99814.02	99929.65	99764.74	99906.77	3600	0	78"
"2025.04.11	18:00:00	99906.71	99947.10	99870.99	99930.90	3600	0	78"
"2025.04.11	19:00:00	99930.84	99940.25	99833.23	99833.23	3600	0	78"
"2025.04.11	20:00:00	99833.17	99833.17	99729.15	99785.08	3600	0	78"
"2025.04.11	21:00:00	99785.02	99881.61	99776.54	99776.54	3600	0	78"
"2025.04.11	22:00:00	99776.48	99782.85	99699.39	99702.41	3600	0	78"
"2025.04.11	23:00:00	99702.35	99733.74	99648.00	99657.60	3600	0	78"
"2025.04.12	00:00:00	99657.54	99791.68	99646.38	99770.80	3600	0	78"
"2025.04.12	01:00:00	99770.74	99839.86	99766.66	99801.44	3600	0	78"
"2025.04.12	02:00:00	99801.38	99954.76	99796.04	99954.40	3600	0	78"
"2025.04.12	03:00:00	99954.34	100102.33	99934.42	100060.00	3600	0	78"
"2025.04.12	04:00:00	100059.94	100152.08	100029.82	100102.34	3600	0	78"
"2025.04.12	05:00:00	100102.28	100312.10	100100.06	100297.76	3600	0	78"
"2025.04.12	06:00:00	100297.70	100352.61	100253.15	100286.61	3600	0	78"
"2025.04.12	07:00:00	100286.55	100418.18	100270.79	100413.74	3600	0	78"
"2025.04.12	08:00:00	100413.68	100413.68	100350.08	100383.49	3600	0	78"
"2025.04.12	09:00:00	100383.43	100395.80	100303.76	100333.08	3600	0	78"
"2025.04.12	10:00:00	100333.02	100333.02	100184.34	100208.21	3600	0	78"
"2025.04.12	11:00:00	100208.15	100208.15	100112.49	100163.58	3600	0	78"
"2025.04.12	12:00:00	100163.52	100190.25	100125.03	100150.03	3600	0	78"
"2025.04.12	13:00:00	100149.97	100149.97	100041.49	100041.49	3600	0	78"
"2025.04.12	14:00:00	100041.43	100103.97	99979.48	100100.67	3600	0	78"
"2025.04.12	15:00:00	100100.61	100100.61	99983.81	100039.01	3600	0	78"
"2025.04.12	16:00:00	100038.95	100169.89	100023.59	100159.54	3600	0	78"
"2025.04.12	17:00:00	100159.48	100178.77	100088.23	100139.42	3600	0	78"
"2025.04.12	18:00:00	100139.36	100158.43	100090.60	100125.80	3600	0	78"
"2025.04.12	19:00:00	100125.74	100159.15	100044.90	100044.90	3600	0	78"
"2025.04.12	20:00:00	100044.84	100110.54	100005.84	100106.82	3600	0	78"
"2025.04.12	21:00:00	100106.76	100144.04	100059.71	100131.77	3600	0	78"
"2025.04.12	22:00:00	100131.71	100153.91	100037.36	100037.36	3600	0	78"
"2025.04.12	23:00:00	100037.30	100132.19	100026.21	100112.03	3600	0	78"
"2025.04.13	00:00:00	100111.97	100111.97	99973.17	100041.49	3600	0	78"
"2025.04.13	01:00:00	100041.43	100130.30	100036.81	100071.77	3600	0	78"
"2025.04.13	02:00:00	100071.71	100161.58	100054.45	100128.36	3600	0	78"
"2025.04.13	03:00:00	100128.30	100154.27	100089.79	100097.89	3600	0	78"
"2025.04.13	04:00:00	100097.83	100167.92	100052.23	100157.18	3600	0	78"
"2025.04.13	05:00:00	100157.12	100162.23	100082.80	100086.50	3600	0	78"
"2025.04.13	06:00:00	100086.44	100172.35	100026.63	100122.49	3600	0	78"
"2025.04.13	07:00:00	100122.43	100201.94	100067.46	100178.18	3600	0	78"
"2025.04.13	08:00:00	100178.12	100362.77	100147.76	100355.45	3600	0	78"
"2025.04.13	09:00:00	100355.39	100370.20	100225.28	100225.28	3448	0	78"
"2025.04.13	10:00:00	100225.22	100268.34	100188.78	100207.07	3600	0	78"
"2025.04.13	11:00:00	100207.01	100224.37	100157.52	100186.22	3600	0	78"
"2025.04.13	12:00:00	100186.16	100187.03	100079.68	100096.29	3600	0	78"
"2025.04.13	13:00:00	100096.23	100117.24	100014.27	100087.82	3600	0	78"
"2025.04.13	14:00:00	100087.76	100092.16	100000.81	100053.12	3600	0	78"
"2025.04.13	15:00:00	100053.06	100053.06	99949.95	99949.95	3600	0	78"
"2025.04.13	16:00:00	99949.89	99996.42	99868.41	99983.66	3600	0	78"
"2025.04.13	17:00:00	99983.60	100037.10	99947.34	99947.34	3600	0	78"
"2025.04.13	18:00:00	99947.28	99969.87	99815.96	99829.50	3600	0	78"
"2025.04.13	19:00:00	99829.44	100077.29	99824.70	100062.95	3600	0	78"
"2025.04.13	20:00:00	100062.89	100116.58	100044.89	100068.19	3600	0	78"
"2025.04.13	21:00:00	100068.13	100078.78	99971.20	99976.81	3600	0	78"
"2025.04.13	22:00:00	99976.75	100235.45	99974.17	100215.97	3600	0	78"
"2025.04.13	23:00:00	100245.40	100261.93	100169.59	100247.15	3600	0	78"
"2025.04.14	00:00:00	100247.09	100275.83	100153.96	100153.96	3600	0	78"
"2025.04.14	01:00:00	100153.90	100264.51	100152.82	100210.16	3600	0	78"
"2025.04.14	02:00:00	100210.10	100286.52	100179.52	100278.96	3600	0	78"
"2025.04.14	03:00:00	100278.90	100392.85	100276.68	100374.25	3600	0	78"
"2025.04.14	04:00:00	100374.19	100379.70	100314.65	100328.99	3600	0	78"
"2025.04.14	05:00:00	100328.93	100339.70	100235.50	100243.72	3600	0	78"
"2025.04.14	06:00:00	100243.66	100261.97	100120.69	100202.97	3600	0	78"
"2025.04.14	07:00:00	100202.91	100243.26	100179.66	100179.66	3600	0	78"
"2025.04.14	08:00:00	100179.60	100202.20	100128.39	100139.38	3600	0	78"
"2025.04.14	09:00:00	100139.32	100198.11	100104.15	100156.30	3600	0	78"
"2025.04.14	10:00:00	100156.24	100169.06	100017.63	100017.63	3600	0	78"
"2025.04.14	11:00:00	100017.57	100084.53	100004.02	100059.56	3600	0	78"
"2025.04.14	12:00:00	100059.50	100075.37	100002.14	100012.30	3600	0	78"
"2025.04.14	13:00:00	100012.24	100153.33	100006.36	100128.71	3600	0	78"
"2025.04.14	14:00:00	100128.65	100129.90	100034.63	100107.04	3600	0	78"
"2025.04.14	15:00:00	100106.98	100107.40	100032.28	100032.55	3600	0	78"
"2025.04.14	16:00:00	100032.49	100060.39	99985.64	99985.64	3600	0	78"
"2025.04.14	17:00:00	99985.58	100051.60	99983.24	99999.25	3600	0	78"
"2025.04.14	18:00:00	99999.19	100155.69	99988.75	100081.82	3600	0	78"
"2025.04.14	19:00:00	100081.76	100129.08	100020.85	100051.35	3600	0	78"
"2025.04.14	20:00:00	100051.29	100084.40	99999.02	100054.60	3600	0	78"
"2025.04.14	21:00:00	100054.54	100112.50	100001.50	100046.31	3600	0	78"
"2025.04.14	22:00:00	100046.25	100046.25	99968.06	99973.87	3600	0	78"
"2025.04.14	23:00:00	99973.81	100178.72	99954.97	100172.06	3600	0	78"
"2025.04.15	00:00:00	100172.00	100209.76	100113.84	100165.37	3600	0	78"
"2025.04.15	01:00:00	100165.31	100267.30	100138.73	100201.28	3600	0	78"
"2025.04.15	02:00:00	100201.22	100201.22	100109.31	100129.42	3600	0	78"
"2025.04.15	03:00:00	100129.36	100154.47	100086.59	100120.80	3600	0	78"
"2025.04.15	04:00:00	100120.74	100169.66	99990.02	100017.67	3600	0	78"
"2025.04.15	05:00:00	100017.61	100017.61	99864.38	99864.38	3600	0	78"
"2025.04.15	06:00:00	99864.32	99881.90	99794.35	99871.70	3600	0	78"
"2025.04.15	07:00:00	99871.64	99871.64	99783.63	99801.38	3600	0	78"
"2025.04.15	08:00:00	99801.32	99989.07	99798.20	99948.94	3600	0	78"
"2025.04.15	09:00:00	99948.88	99948.88	99831.95	99864.59	3600	0	78"
"2025.04.15	10:00:00	99864.53	99914.48	99835.14	99880.46	3601	0	78"
"2025.04.15	11:00:00	99880.40	99930.20	99825.26	99834.56	3600	0	78"
"2025.04.15	12:00:00	99834.50	99874.47	99756.61	99861.75	3600	0	78"
"2025.04.15	13:00:00	99861.69	99922.63	99817.73	99847.15	3600	0	78"
"2025.04.15	14:00:00	99847.09	99847.09	99657.30	99680.27	3600	0	78"
"2025.04.15	15:00:00	99680.21	99712.74	99629.48	99693.78	3600	0	78"
"2025.04.15	16:00:00	99693.72	99693.72	99596.01	99631.16	3600	0	78"
"2025.04.15	17:00:00	99631.10	99697.31	99591.86	99636.58	3600	0	78"
"2025.04.15	18:00:00	99636.52	99733.05	99581.56	99731.11	3600	0	78"
"2025.04.15	19:00:00	99731.05	99796.05	99679.14	99789.45	3600	0	78"
"2025.04.15	20:00:00	99789.39	99819.28	99746.97	99772.52	3600	0	78"
"2025.04.15	21:00:00	99772.46	99777.93	99718.51	99718.51	3480	0	78"
"2025.04.15	22:00:00	99718.45	99718.45	99605.25	99605.25	3600	0	78"
"2025.04.15	23:00:00	99605.19	99643.68	99582.33	99583.44	3600	0	78"
"2025.04.16	00:00:00	99583.38	99785.12	99572.70	99734.12	3600	0	78"
"2025.04.16	01:00:00	99734.06	99825.17	99706.22	99727.65	3600	0	78"
"2025.04.16	02:00:00	99727.59	99755.65	99668.78	99748.27	3600	0	78"
"2025.04.16	03:00:00	99748.21	99820.35	99719.35	99819.33	3600	0	78"
"2025.04.16	04:00:00	99819.27	99881.61	99804.45	99838.51	3600	0	78"
"2025.04.16	05:00:00	99838.45	99904.79	99781.29	99781.29	3600	0	78"
"2025.04.16	06:00:00	99781.23	99825.10	99724.90	99724.90	3600	0	78"
"2025.04.16	07:00:00	99724.84	99777.18	99654.22	99755.58	3600	0	78"
"2025.04.16	08:00:00	99755.52	99755.52	99627.34	99627.34	3600	0	78"
"2025.04.16	09:00:00	99627.28	99754.76	99619.72	99703.82	3600	0	78"
"2025.04.16	10:00:00	99703.76	99742.98	99626.16	99643.70	3600	0	78"
"2025.04.16	11:00:00	99643.64	99737.87	99636.62	99665.06	3600	0	78"
"2025.04.16	12:00:00	99665.00	99713.16	99646.47	99694.76	3599	0	78"
"2025.04.16	13:00:00	99694.70	99785.80	99689.84	99704.57	3600	0	78"
"2025.04.16	14:00:00	99704.51	99777.34	99682.00	99693.80	3600	0	78"
"2025.04.16	15:00:00	99693.74	99758.67	99659.31	99680.60	3600	0	78"
"2025.04.16	16:00:00	99680.54	99782.00	99669.22	99690.68	3600	0	78"
"2025.04.16	17:00:00	99690.62	99747.94	99644.92	99644.92	3600	0	78"
"2025.04.16	18:00:00	99644.86	99690.30	99616.00	99673.37	3600	0	78"
"2025.04.16	19:00:00	99673.31	99729.09	99626.95	99722.85	3600	0	78"
"2025.04.16	20:00:00	99722.79	99743.19	99686.96	99686.96	3600	0	78"
"2025.04.16	21:00:00	99686.90	99753.82	99663.29	99675.22	3600	0	78"
"2025.04.16	22:00:00	99675.16	99675.16	99546.96	99546.96	3600	0	78"
"2025.04.16	23:00:00	99546.90	99617.46	99507.18	99616.92	3600	0	78"
"2025.04.17	00:00:00	99616.86	99677.00	99590.14	99605.54	3600	0	78"
"2025.04.17	01:00:00	99605.48	99686.84	99595.58	99605.64	3600	0	78"
"2025.04.17	02:00:00	99605.58	99605.58	99524.17	99546.24	3600	0	78"
"2025.04.17	03:00:00	99546.18	99546.18	99407.00	99415.94	3600	0	78"
